"Invoice Date","Capacity Rating","Energy Rating","Invoice Quantity","Sales Zone","Sales Location","Sales Channel","Sales Margin"
"11/25/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/25/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/25/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/25/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/25/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/25/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","25","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","25","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","4","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","3","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","1","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","3","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","5","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","1","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/29/2023","1.5","3","20","South","HBI","General Trade","15%"
"11/29/2023","1.5","3","20","South","HBI","General Trade","15%"
"11/30/2023","1.5","3","20","South","HBI","General Trade","15%"
"11/10/2023","1.5","3","2","South","HBI","General Trade","15%"
"11/26/2023","1.5","3","20","South","HBI","General Trade","15%"
"11/5/2023","1.5","3","7","South","HBI","General Trade","15%"
"11/5/2023","1.5","3","3","South","HBI","General Trade","15%"
"11/6/2023","1.5","3","20","South","HBI","General Trade","15%"
"11/7/2023","1.5","3","15","South","HBI","General Trade","15%"
"11/7/2023","1.5","3","15","South","HBI","General Trade","15%"
"11/7/2023","1.5","3","5","South","HBI","General Trade","15%"
"11/8/2023","1.5","3","10","South","HBI","General Trade","15%"
"11/10/2023","1.5","3","10","South","HBI","General Trade","15%"
"11/18/2023","1.5","3","3","South","HBI","General Trade","15%"
"11/23/2023","1.5","3","15","South","HBI","General Trade","15%"
"11/1/2023","1.5","3","5","South","KCI","General Trade","15%"
"11/16/2023","1.5","3","1","South","KCI","Modern Trade","15%"
"11/16/2023","1.5","3","1","South","KCI","Modern Trade","15%"
"11/21/2023","1.5","3","15","South","KCI","General Trade","15%"
"11/23/2023","1.5","3","18","South","KCI","Modern Trade","15%"
"11/24/2023","1.5","3","50","South","KCI","General Trade","15%"
"11/28/2023","1.5","3","20","South","KCI","General Trade","15%"
"11/30/2023","1.5","3","1","South","KCI","Modern Trade","15%"
"11/21/2023","1.5","3","5","South","KCI","General Trade","15%"
"11/28/2023","1.5","3","2","South","KCI","General Trade","15%"
"11/28/2023","1.5","3","2","South","KCI","General Trade","15%"
"11/28/2023","1.5","3","5","South","KCI","General Trade","15%"
"11/29/2023","1.5","3","30","South","KCI","General Trade","15%"
"11/3/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/4/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/6/2023","1.5","3","2","South","MDI","General Trade","15%"
"11/7/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/7/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/7/2023","1.5","3","2","South","MDI","General Trade","15%"
"11/8/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/8/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/8/2023","1.5","3","2","South","MDI","General Trade","15%"
"11/8/2023","1.5","3","25","South","MDI","General Trade","15%"
"11/9/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/14/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/14/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/14/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/15/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/15/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/15/2023","1.5","3","10","South","MDI","General Trade","15%"
"11/18/2023","1.5","3","5","South","MDI","General Trade","15%"
"11/18/2023","1.5","3","8","South","MDI","General Trade","15%"
"11/18/2023","1.5","3","3","South","MDI","General Trade","15%"
"11/20/2023","1.5","3","3","South","MDI","General Trade","15%"
"11/20/2023","1.5","3","2","South","MDI","General Trade","15%"
"11/21/2023","1.5","3","30","South","MDI","General Trade","15%"
"11/22/2023","1.5","3","1","South","MDI","General Trade","15%"
"11/25/2023","1.5","3","5","South","MDI","General Trade","15%"
"11/29/2023","1.5","3","50","South","MDI","General Trade","15%"
"11/30/2023","1.5","3","60","South","MDI","General Trade","15%"
"11/23/2023","1.5","3","50","South","HBI","General Trade","15%"
"11/27/2023","1.5","3","210","East","DGP","General Trade","15%"
"11/27/2023","1.5","3","200","East","DGP","General Trade","15%"
"11/28/2023","1.5","3","120","North","GRN","Modern Trade","15%"
"11/28/2023","1.5","3","30","North","GRN","Modern Trade","15%"
"11/29/2023","1.5","3","100","North","DLI","General Trade","15%"
"11/29/2023","1.5","3","100","North","DLI","General Trade","15%"
"11/29/2023","1.5","3","150","North","DLI","General Trade","15%"
"11/29/2023","1.5","3","50","North","DLI","General Trade","15%"
"11/29/2023","1.5","3","150","North","DLI","General Trade","15%"
"11/29/2023","1.5","3","50","North","DLI","General Trade","15%"
"11/29/2023","1.5","3","100","North","DLI","General Trade","15%"
"11/29/2023","1.5","3","100","North","DLI","General Trade","15%"
"11/29/2023","1.5","3","50","North","DLI","General Trade","15%"
"11/29/2023","1.5","3","150","North","DLI","General Trade","15%"
"11/30/2023","1.5","3","150","North","DLI","General Trade","15%"
"11/30/2023","1.5","3","50","North","DLI","General Trade","15%"
"11/30/2023","1.5","3","105","West","PNE","General Trade","15%"
"12/2/2023","1.5","3","2","North","LKW","General Trade","15%"
"12/4/2023","1.5","3","40","North","GZB","General Trade","15%"
"12/5/2023","1.5","3","10","West","PNE","General Trade","15%"
"12/5/2023","1.5","3","15","North","JMU","Modern Trade","15%"
"12/5/2023","1.5","3","15","North","JMU","Modern Trade","15%"
"12/5/2023","1.5","3","5","North","JMU","Modern Trade","15%"
"12/6/2023","1.5","3","1","North","GZB","General Trade","15%"
"12/6/2023","1.5","3","4","North","GZB","General Trade","15%"
"12/6/2023","1.5","3","7","North","GRN","General Trade","15%"
"12/6/2023","1.5","3","1","West","PNE","General Trade","15%"
"12/7/2023","1.5","3","1","North","JPR","General Trade","15%"
"12/7/2023","1.5","3","2","North","JPR","General Trade","15%"
"12/7/2023","1.5","3","30","North","JMU","General Trade","15%"
"12/7/2023","1.5","3","30","North","JMU","General Trade","15%"
"12/7/2023","1.5","3","20","North","JMU","General Trade","15%"
"12/7/2023","1.5","3","20","North","JMU","General Trade","15%"
"12/7/2023","1.5","3","20","North","JMU","General Trade","15%"
"12/7/2023","1.5","3","20","North","JMU","General Trade","15%"
"12/7/2023","1.5","3","3","North","GRN","General Trade","15%"
"12/8/2023","1.5","3","1","North","JPR","General Trade","15%"
"12/8/2023","1.5","3","2","North","LKW","General Trade","15%"
"12/8/2023","1.5","3","10","North","JMU","General Trade","15%"
"12/8/2023","1.5","3","2","South","KCI","General Trade","15%"
"12/8/2023","1.5","3","2","South","KCI","General Trade","15%"
"12/9/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/9/2023","1.5","3","2","North","GRN","Modern Trade","15%"
"12/9/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/9/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/9/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/9/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/9/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/9/2023","1.5","3","5","East","PTA","General Trade","15%"
"12/9/2023","1.5","3","50","South","KCI","General Trade","15%"
"12/9/2023","1.5","3","10","West","PNE","General Trade","15%"
"12/11/2023","1.5","3","2","East","PTA","General Trade","15%"
"12/11/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/11/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/11/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/11/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/11/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/11/2023","1.5","3","5","West","PNE","General Trade","15%"
"12/12/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/12/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/12/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/12/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/12/2023","1.5","3","25","North","JMU","General Trade","15%"
"12/12/2023","1.5","3","25","North","JMU","General Trade","15%"
"12/12/2023","1.5","3","25","North","JMU","General Trade","15%"
"12/12/2023","1.5","3","3","East","PTA","General Trade","15%"
"12/12/2023","1.5","3","4","South","KCI","General Trade","15%"
"12/13/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/13/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/13/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/13/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/13/2023","1.5","3","2","North","JPR","General Trade","15%"
"12/13/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/13/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/13/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/13/2023","1.5","3","18","North","JPR","General Trade","15%"
"12/13/2023","1.5","3","5","North","JPR","General Trade","15%"
"12/13/2023","1.5","3","1","South","MDI","General Trade","15%"
"12/13/2023","1.5","3","5","South","MDI","General Trade","15%"
"12/13/2023","1.5","3","2","South","MDI","General Trade","15%"
"12/13/2023","1.5","3","50","South","KCI","General Trade","15%"
"12/13/2023","1.5","3","5","South","MDI","General Trade","15%"
"12/13/2023","1.5","3","5","South","MDI","General Trade","15%"
"12/13/2023","1.5","3","4","South","KCI","General Trade","15%"
"12/13/2023","1.5","3","2","South","KCI","General Trade","15%"
"12/13/2023","1.5","3","5","South","KCI","General Trade","15%"
"12/14/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","12","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","5","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","50","West","PNE","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","120","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","15","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","12","North","JMU","General Trade","15%"
"12/14/2023","1.5","3","15","North","JMU","General Trade","15%"
"12/14/2023","1.5","3","15","North","JMU","General Trade","15%"
"12/14/2023","1.5","3","3","North","JMU","General Trade","15%"
"12/14/2023","1.5","3","200","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","200","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","200","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","200","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","20","South","KCI","General Trade","15%"
"12/14/2023","1.5","3","20","North","JMU","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","25","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","1","North","JPR","Modern Trade","15%"
"12/14/2023","1.5","3","5","South","KCI","General Trade","15%"
"12/14/2023","1.5","3","50","North","JPR","General Trade","15%"
"12/14/2023","1.5","3","50","East","DGP","General Trade","15%"
"12/14/2023","1.5","3","200","East","DGP","General Trade","15%"
"12/15/2023","1.5","3","5","West","PNE","General Trade","15%"
"12/15/2023","1.5","3","5","East","PTA","General Trade","15%"
"12/15/2023","1.5","3","15","East","DGP","General Trade","15%"
"12/15/2023","1.5","3","15","East","DGP","General Trade","15%"
"12/15/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","9","South","KCI","General Trade","15%"
"12/15/2023","1.5","3","40","North","JMU","General Trade","15%"
"12/15/2023","1.5","3","30","North","JMU","General Trade","15%"
"12/15/2023","1.5","3","14","North","JMU","General Trade","15%"
"12/15/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/15/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/15/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/15/2023","1.5","3","20","North","JMU","General Trade","15%"
"12/15/2023","1.5","3","20","North","JMU","General Trade","15%"
"12/15/2023","1.5","3","20","North","JMU","General Trade","15%"
"12/15/2023","1.5","3","20","North","GRN","General Trade","15%"
"12/15/2023","1.5","3","60","North","GRN","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","5","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/15/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/15/2023","1.5","3","20","East","DGP","General Trade","15%"
"12/15/2023","1.5","3","15","North","JMU","General Trade","15%"
"12/15/2023","1.5","3","120","East","DGP","General Trade","15%"
"12/15/2023","1.5","3","80","East","DGP","General Trade","15%"
"12/15/2023","1.5","3","20","North","DLI","General Trade","15%"
"12/15/2023","1.5","3","20","North","DLI","General Trade","15%"
"12/15/2023","1.5","3","20","North","DLI","General Trade","15%"
"12/15/2023","1.5","3","20","North","DLI","General Trade","15%"
"12/15/2023","1.5","3","20","North","DLI","General Trade","15%"
"12/15/2023","1.5","3","20","North","DLI","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","16","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","20","North","JPR","General Trade","15%"
"12/15/2023","1.5","3","30","North","JMU","General Trade","15%"
"12/15/2023","1.5","3","30","North","JMU","General Trade","15%"
"12/15/2023","1.5","3","30","North","JMU","General Trade","15%"
"12/15/2023","1.5","3","20","North","JMU","General Trade","15%"
"12/15/2023","1.5","3","40","East","DGP","General Trade","15%"
